"","APIACEAE","ASTERX","BETULACEAE","BOTRYCHIUM","BRASSICACEAE","CAMPANULACEA","CANNABACEAE","CAPRIFOLIA","CARYOPHYLL","CHENOAMX","CORNUS","CUPRESSA","CYPERACE","ELAEAGNX","EPHEDRACEAE","ERICACEX","ERICALES","EUPHORB","FABACEAE","FAGACEAE","JUGLANDACEAE","LILIACEAE","MALVACEAE","MORACEAX","MYRICACX","OLEACEAE","ONAGRACEAE","PINACEAE","PLANTAGINX","PLATANACEAE","POACEAE","POLEMONI","POLYGONAX","RANUNCUL","RHAMNACEAE","ROSACEAX","RUBIACEAE","SALICACEAE","SAPINDACEAE","SARCOBATACEAE","SCROPHUL","SXFRAGAX","TAXACEAE","ULMACEAE","URTICACX","VISICACEAE"
"272",74,67,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,3,0,0,0,3,129,0,0,0,0,0,0,0
"273",1,0,27,0,0,0,0,0,0,0,0,30,7,0,0,1,0,0,0,0,0,0,0,0,13,0,0,428.5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"274",0,3,15,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,363,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"275",22,46,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,31,0,0,0,0,3,0,0,0,0,2,86.5,0,0,1,0,0,0,0
"276",0,0,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,71.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277",2,0,3,0,0,0,0,2,0,0,0,97,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,194,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"278",0,0,90,0,0,0,0,0,0,0,0,465,4,0,0,31,0,0,0,0,0,0,0,0,10,0,0,467,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279",0,1,8,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,0,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2
"280",0,4,189,3,0,0,0,0,0,0,0,34,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,364,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"281",0,2.7,1.3,0,0,0,0,0,0.2,0,0,0,4.3,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0.2,80.8,0,0,0.9,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
"282",0,0,56,0,0,0,0,0,0,0,0,10,27,0,0,3,0,0,0,0,0,0,0,0,0,0,1,859,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"283",0,0,29,0,0,0,0,0,0,0,0,178,14,0,0,11,0,0,0,0,0,5,0,0,0,0,0,233,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"284",0,3,47,0,0,0,0,0,0,0,0,160,14,0,0,31,0,0,0,0,0,0,0,0,0,0,0,333,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"285",0,4,60,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,24,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286",1,5,63,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"287",2,4,60,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"288",0,1,138,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,309,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"289",0,0,46,0,0,0,0,0,0,0,0,29,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,502,0,0,2,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
"290",0,0,24,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"291",2,3,269,0,0,0,0,0,0,1,1,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102,0,0,11,0,0,0,0,3,0,65,3,0,0,0,0,0,0,0
"292",9,72,106.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,34.5,0,0,0,0,2,0,0,0,0,3,114,0,0,0,0,0,0,0
"293",0,33,8,0,1,0,0,0,0,2,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,10,0,2,1,4,6,0,75,1,0,0,0,0,0,0,1
"294",1,0,39,0,0,0,0,0,0,0,1,346,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"295",0,0,43,0,0,0,0,0,0,0,0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"296",0,16,167,0,0,0,0,0,0,1,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,1,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0
"297",0,0,21,0,0,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",0,3,23,0,0,0,0,0,0,0,0,0,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"301",73,105,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,143.5,0,0,0,0,0,0,0
"302",60,67,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.5,0,0,0,0,0,1,0,0,0,0,82.5,0,0,0,0,0,0,0
"303",0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"304",0,6,203,0,4,0,0,0,0,1,0,81,0,0,0,0,0,0,0,5,0,0,0,1,0,92,0,82,0,0,12,0,0,0,1,1,0,10,0,0,0,0,0,0,0,0
"305",0,10,173,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,114,0,0,1,0,0,0,0,20,0,30,0,0,0,0,0,0,0,0
"306",0,48,2,0,0,0,0,0,0,44,0,77,55,0,0,0,0,0,0,2,0,0,0,0,0,1,0,178,0,0,23,0,2,0,1,1,0,6,1,23,0,0,0,0,0,0
"307",0,0.8,0.8,0,0,0,0,0,0,0,0,0.2,1.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,94.8,0,0,0.7,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
"308",0,16,19,0,0,0,0,0,0,5,0,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,0,20,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1
"309",103,79,21,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,1,0,0,135,0,0,0,0,0,0,0
"310",17,139,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.5,1,0,0,0,0,0,0,0,0,1,169.5,0,0,0,0,0,0,0
"311",0,0,200,0,0,0,0,0,0,1,0,44,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,187,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0
"312",0,19,18,0,0,0,0,0,0,5,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,13,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0
"313",0,1,57,0,0,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314",0,0,18,0,0,0,0,0,1,0,0,305,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",0,1,53,2,0,0,0,0,0,0,0,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,35,0,0,3,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0
"316",74,89,17.5,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,17.5,0,0,0,1,0,0,0,4,0,0,66.5,0,0,0,0,0,0,0
"317",0,0,123,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"318",0,0,30,0,0,0,0,0,2,0,1,403,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,78,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"319",0,16,8,0,0,0,0,0,0,3,0,7,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,342,0,0,5,0,11,0,1,3,0,26,1,0,0,0,0,0,0,2
"320",0,2,53,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
"321",0,1,24,0,0,0,0,0,0,0,0,409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",2,6,73,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"323",0,2,64,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,18,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"324",0,2,7,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"325",0,0,15,0,0,0,0,0,1,0,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",0,0,20.9,0,0,0,0,0,0,0,0,25.1,2.1,0,0,0,0,0,0,1.2,0,0,0,0,0.8,0,0,38.6,0.8,0,2.5,0,0,0,0,1.4,0,0.4,0,0,0,0,0,0,0,0
"327",0,6,47,0,0,0,0,0,0,0,0,1,146,0,0,3,0,0,0,0,0,0,0,0,0,0,4,128,0,0,14,0,1,2,0,0,0,42,0,0,0,0,0,0,0,0
"328",0,0,28,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",22,55,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,145.5,0,0,0,0,0,0,0
"330",0,2,334,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,34,0,0,6,0,0,0,4,1,0,10,3,0,0,0,0,0,0,0
"331",0,5,10,0,0,0,0,0,0,7,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332",2,94,2,0,12,0,0,0,0,15,0,120,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,47,0,6,19,0,0,0,10,0,1,0,0,0,0,0,0
"333",67,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,189.5,0,0,0,0,0,0,0
"334",0,0,44,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
"335",0,23,0,0,0,0,0,0,0,2,0,70,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,290,0,0,11,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
"336",0,0,26.8,0,0,0,0,0,0,0,0,45.3,0.2,0,0,0,0,0,0,0.4,0,0,0,0,0.2,0,0,21.3,0.2,0,1.4,0,0,0,0,1.1,0,0.5,0.9,0,0,0,0,0,0,0
"337",0,6,101,0,0,0,0,0,0,0,0,8,6,0,0,2,0,0,0,1,0,0,0,0,0,1,0,271,1,0,6,0,1,0,1,2,0,2,2,0,0,0,0,0,0,0
"338",0,1.4,1.8,0,0,0,0,0,0.3,0,0,0.3,1.4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,92.8,0,0,0.8,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
"339",0,2,85,0,0,0,0,0,0,0,0,16,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,432,0,0,4,0,0,8,0,0,0,5,0,0,0,1,0,0,0,0
"340",0,1,24,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,395,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0
"341",0,0,177,0,0,0,0,0,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,224,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"342",0,0,248,0,0,0,0,0,0,0,0,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5
"343",0,2,177,0,0,0,0,0,0,0,0,115,0,0,0,5,0,0,0,4,0,0,0,0,0,2,0,164,0,0,12,0,0,0,0,4,0,7,2,0,0,0,0,0,0,0
"344",1,0,51,0,0,0,0,0,0,0,0,325,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,103,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"345",0,3,27,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,222,0,0,12,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
"346",25,48,38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0,1,0,1,200,0,0,0,0,0,0,0
"347",11,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,129.5,0,0,0,0,0,0,0
"348",113,125,8.5,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23.5,0,0,0,0,0,2,0,2,0,0,193,0,0,0,0,0,0,0
"349",0,0,166,0,0,0,0,0,1,0,0,64,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,1,0,0,1,0,3,0,0,0,8,0,1,0,0
"350",0,5,31,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"351",0,10,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"352",0,7,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,4,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
"353",0,1,67,0,0,0,0,0,0,0,0,102,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,414,0,0,16,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
"354",0,5,62,0,0,0,0,0,1,0,0,31,27,0,0,8,0,0,0,0,0,0,0,0,0,0,0,391,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"355",0,1.8,0.7,0.2,0,0,0,0,0.4,0,0,0.2,5.9,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,88.7,0,0,0.4,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
"356",0,0,166,0,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
"357",76,51,28,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,11,86,0,0,0,0,0,0,0
"358",0,72,30,0,0,0,0,0,0,30,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",0,1,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360",0,40,70,0,0,0,0,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",0,40,40,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363",0,1,45,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364",0,2,83,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365",0,30,65,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366",0,10,100,0,0,0,0,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,850,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367",0,1,85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368",0,1,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369",0,1,87,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370",0,105,90,0,0,0,0,0,0,5,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",0,2,54,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372",0,15,90,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"373",0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374",0,22,40,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375",0,22,10,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,872,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376",0,2,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,12,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377",0,32,10,0,0,0,0,0,0,40,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378",0,1,37,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",0,80,20,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380",0,3,48,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"381",0,80,80,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382",0,1,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383",0,40,55,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384",0,1,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"385",0,150,30,0,0,0,0,0,0,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"386",0,2,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387",0,90,80,0,0,0,0,0,0,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"388",0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389",0,4,32,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"390",0,1,74,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391",0,4,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,946,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392",0,2,71,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"393",0,70,65,0,0,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395",0,5,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396",0,80,140,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397",0,2,21,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398",0,45,40,0,0,0,0,0,0,15,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,860,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399",0,3,25,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"400",0,30,20,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,886,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401",0,2,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402",0,45,100,0,0,0,0,0,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,730,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403",0,2,5,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"404",0,16,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406",0,2,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407",0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408",0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409",0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
