"","ABIES","ACERX","ALNUSX","AMBROSIA","AMORPHA","APIACEAE","ARCEUTHOBI","ARTEMISIA","ASTERX","BETULA","BOTRYCHIUM","BRASSICACEAE","CAMPANULACEA","CAPRIFOLIA","CARYA","CARYOPHYLL","CASTANEA","CEANOTHUS","CELTIS","CERCOCAR","CHENOAMX","CHRYSOLEP","CORNUS","CORYLUS","CUPRESSA","CYPERACE","DODECATH","DRYAS","ELAEAGNX","EPHEDRA","ERICACEX","ERICALES","ERIOGONUM","EUPHORB","FABACEAE","FAGUS","FRAXINUX","IVA","JUGLANSX","KOENISLD","LARIXPSEU","LILIACEAE","MALVACEAE","MORACEAX","MYRICACX","ONAGRACEAE","OSTRYCAR","OXYRIA","PICEAX","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLEMONI","POLYGONAX","POPULUS","POTENTILLA","QUERCUS","RANUNCUL","RHAMNACEAE","ROSACEAX","RUBIACEAE","RUBUS","RUMEX","SALIX","SANGUI","SARCOBATUS","SCROPHUL","SHEPHERDIA","SXFRAGAX","TAXUS","THALICTRUM","TILIA","TSUGHETE","TSUGMERT","ULMUS","URTICACX","XANTHIUM"
"75",6,0,15,0,0,0,0,366,0,8,0,0,0,0,0,0,0,0,0,0,44,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,13,0,0,0,15,325,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",1,0,72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"77",3.1,0,1.13,0,0,0,0,0.85,0.56,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0.28,0,0,0,0,0,0,0,77.47,0,0,0.28,0,0,0,0,5.07,0,0.28,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0
"78",50,0,248,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",7,2,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,10,0,16,0,0,37,12,0,0,0,0,2,0,1,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,29,186,0,0,3,0,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"80",51,0,61,1,0,0,0,1,3,2,0,0,0,0,0,1,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,30,150,0,0,13,0,0,39,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,26,36,0,0,0
"81",51,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,100,0,0,0
"82",41,0,3,1,0,0,0,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,8,229,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",42,0,34,0,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,58,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0
"84",10,1,50,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9,34,1,0,0,0,0,0,0,2,0,0,0,9,0,0,0,51,0,0,0,1,0,0,0,4,2,0,0,28,0,0,3,0,5,0,2,6,0,0,3,4,0,0,0,0,0,1,0,0,19,0,0,0,0
"85",1,0,0,0,0,0,0,82,17,0,0,4,0,0,0,0,0,1,0,6,89,0,0,0,59,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
"86",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,137,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,56,23,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0
"87",0,0,18,0,0,0,0,0,206,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,649,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",3,0,4,0,0,0,0,8,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,25,257,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"89",1,0,7,0,0,0,1,0,57,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,245,0,0,37,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"90",6,0,3,0,0,0,0,3,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,912,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,315,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"92",1,0,2,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,260,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"93",19,0,8,0,0,0,0,4,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,240,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"94",6,0,9,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0
"95",3,0,11,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,272,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"96",7,6,484,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,2,0,0,6,216,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,56,4,0,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,86,0,0,0,0
"97",3,0,320,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,484,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,45,0,0,5,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,113,0,0,0,0
"98",6,0,37,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,250,0,0,32,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,33,0,0,0,0
"99",7,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,126,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61,0,0,0,0
"100",3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,150,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,50,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",12,0,114,0,0,0,0,2,0,161,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,85,519,0,5,19,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",31,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,8,0,0,0
"105",37,0,9,0,0,0,1,9,0,0,0,1,0,0,0,0,0,3,0,20,0,3,0,0,52,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,69,0,0,0,0,0,0,0,2,133,0,0,25,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,2,0,0,0,0,18,3,0,0,0
"106",24,1,87,1,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,8,65,0,0,5,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,39,27,0,0,0
"107",23,0,100,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,2,0,0,0,0,0,1,0,1,0,0,0,7,3,0,0,0,1,0,0,0,27,160,0,0,0
"108",8,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,946,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0,71.2,7.1,0,0,0,0,7.1,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,857.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",2,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,44,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",15,0,113,0,0,1,0,0,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,273,0,0,2,0,0,14,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0
"112",35,7,22,0,0,0,1,6,21,0,0,0,1,0,0,1,0,0,0,12,3,5,0,0,7,15,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,14,194,0,0,10,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,38,0,0,0
"113",7,0,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42,50,0,0,0
"114",12,166,33,0,0,81,0,12,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",13,5,102,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,7,2,1,1,0,64,27,0,0,0,0,0,0,1,0,0,0,34,0,2,0,67,0,0,0,0,0,0,0,1,71,0,0,22,0,2,7,0,7,3,0,7,0,0,0,23,0,0,0,0,0,0,0,0,11,0,0,0,0
"116",12,0,76,0,0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,20,0,0,0,0,0,0,0,7,69,0,0,1,0,1,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,14,3,0,0,0
"117",11,1,31,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0
"118",14,0,42,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0
"119",43,0,72,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,313,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0
"120",36,1,100,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,181,0,0,2,0,10,2,0,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,14,0,0,0
"121",28,0,89,0,0,0,0,3,0,87,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,560,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,0,1,11,0,0,0
"122",1,0,71,0,0,0,0,3,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,240,0,0,22,0,0,4,0,0,0,0,0,0,0,9,1,0,0,0,0,20,0,0,0,0,0,0,0,0
"123",0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,422,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,10,0,0,0
"124",38,0,14,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,132,624,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,926,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
"126",6,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,1011,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",1,1,50,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0,0,61,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,3,0,1,0,1,0,0,0,0
"128",11,0,10,0,0,1,0,27,8,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,111,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,18,0,1,0,0,0,0,0,4,156,0,0,37,0,0,3,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"129",19,0,3,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,253,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"130",3,0,8,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,13,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0
"131",4,0,12,0,0,2,0,6,21,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,8,0,0,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0
"132",3,0,14,0,0,0,0,11,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0
"133",2,0,9,0,0,0,0,2,6,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,8,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0
"134",2,0,15,0,0,0,0,8,25,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,2,0,0,0
"135",33,0,21,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270,341,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"136",17,0,51,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,373,0,0,2,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",16,1,0,0,0,0,0,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"138",38,0,48,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,0,0,2,0,1,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,84,288,0,0,6,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0
"139",11,0,37,6,0,0,3,23,9,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,30,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,227,0,0,13,0,0,22,0,0,0,0,1,0,0,1,17,0,0,0,0,0,0,0,0,2,1,0,0,0
"140",6,0,53,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
"141",2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0
"142",2,2,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"143",2,2,61,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0
"144",24,2,16,0,0,1,0,2,3,1,0,0,0,0,0,0,0,3,0,8,2,6,0,0,136,28,0,0,0,0,0,0,0,0,0,0,4,0,1,0,62,0,0,0,0,0,0,0,1,87,0,0,19,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0
"145",6,0,10,1,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,150,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"146",11,0,0,1,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,265,0,0,11,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0
"147",12,0,67,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,247,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"148",148,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,515,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",3,0,182,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,14,0,0,0
"150",24,0,28,0,0,0,0,1,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,7,0,0,0
"151",17,3,1,1,0,0,1,15,5,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,28,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,306,0,0,11,0,0,24,0,1,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,0,0
"152",18,0,21,0,0,0,0,2,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,16,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,39,388,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",3,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,461,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
