"","ABIES","ACERX","ALNUSX","AMBROSIA","AMORPHA","APIACEAE","ARCEUTHOBI","ARTEMISIA","ASTERX","BETULA","BOTRYCHIUM","BRASSICACEAE","CAMPANULACEA","CAPRIFOLIA","CARYA","CARYOPHYLL","CASTANEA","CEANOTHUS","CELTIS","CERCOCAR","CHENOAMX","CHRYSOLEP","CORNUS","CORYLUS","CUPRESSA","CYPERACE","DODECATH","DRYAS","ELAEAGNX","EPHEDRA","ERICACEX","ERICALES","ERIOGONUM","EUPHORB","FABACEAE","FAGUS","FRAXINUX","IVA","JUGLANSX","KOENISLD","LARIXPSEU","LILIACEAE","MALVACEAE","MORACEAX","MYRICACX","ONAGRACEAE","OSTRYCAR","OXYRIA","PICEAX","PINUSX","PLANTAGINX","PLATANUS","POACEAE","POLEMONI","POLYGONAX","POPULUS","POTENTILLA","QUERCUS","RANUNCUL","RHAMNACEAE","ROSACEAX","RUBIACEAE","RUBUS","RUMEX","SALIX","SANGUI","SARCOBATUS","SCROPHUL","SHEPHERDIA","SXFRAGAX","TAXUS","THALICTRUM","TILIA","TSUGHETE","TSUGMERT","ULMUS","URTICACX","XANTHIUM"
"154",1.5,123.5,45,0,0,52,0,31,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",8,79,35,0,0,189,0,0,88,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",14,0,33,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,247,0,0,3,0,1,0,0,0,0,0,0,2,0,0,25,0,0,0,0,6,0,0,0,0,2,0,0,0
"157",1,0,226,0,0,4,0,3,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,18,5,0,0,0,0,0,0,1,3,0,0,222,0,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,0,0,0,15,0,0,0,0
"158",1,2,174,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,23,28,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,77,7,0,0,0
"159",0,1,38,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0
"160",21,0,4,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,31,252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,39,0,0,0
"161",16,181.5,43,0,0,48,0,48,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"162",7,0,0,1,0,1,0,37,17,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,35,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,259,0,0,20,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0
"163",8,0,1,0,0,2,0,14,18,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,135,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,187,0,0,4,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"164",13,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,19,294,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,43,0,0,0
"165",5,0,78,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,78,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,191,18,0,0,0
"166",1,0,15.7,0.2,0,0,0.3,0.7,0,7.2,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,2.8,52.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,4.8,59.3,0,0,1.2,0,0,1.4,0,0,0,0,0.2,0,0,0,0.9,0,0,0,0.9,0.5,0,0.3,0,0,0,0,0,0
"167",15,2,23,0,0,0,0,29,1,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,19,246,0,0,22,0,0,185,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,2,0,0,0
"168",0,0,43,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,117,0,8,0,0,0,0
"169",4,0,10,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,379,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,3,0,0,0
"170",47,16.5,59.5,0,0,89,0,4,55,17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"171",15,2,23,0,0,1,0,29,1,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,19,246,0,0,22,0,0,185,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,1,2,0,0,0
"172",8,0,34,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,338,0,0,5,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0,0,7,0,0,0
"173",2,0,28,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"174",110,0,59,0,0,0,0,7,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,186,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,64,10,0,0,0
"175",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,37,0,0,31,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"176",1,0,231,0,0,2,0,14,3,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,63,18.5,0,0,15,0,0,7,0,0,0,0,1,1,0,1,14,0,0,0,1,0,0,0,0,20,0,0,0,0
"177",26,0,108,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,134,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,16,0,0,0
"178",3.5,130.5,32.5,0,0,74,0,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179",10,0,28,0,0,0,0,2,0,29,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,58,168,0,0,15,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0
"180",16,0,78,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,210,5,0,0,0
"181",1.2,0.5,26.4,0,0,0.2,0,0.2,0.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,3.1,0,0,0,0.3,9.8,0.7,0,1.9,0,0,0,0,1.5,0,0,0.7,0,0,0.5,1,0,0,0,0,0,0,0,0.2,6,0,0,0,0
"182",7,0,20,0,0,1,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,273,0,0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,14,0,0,0
"183",46,0,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,239,0,0,14,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,46,0,0,0
"184",134,35,37.5,0,0,20,0,28,15,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185",44.5,132,34.5,0,0,34,0,28,49,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186",48,109,55,0,0,23,0,56,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",71,120.5,82.5,0,0,3,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",159.5,150.5,136.5,0,0,17,0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0
"189",26,402.5,116.5,0,0,35,0,25,48,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"190",14,0,21,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,106,209,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0
"191",27,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,113,220,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0
"192",50,0,157,0,0,0,0,55,13,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,12,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,581,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,0,0,0
"193",24,0,24,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,40,412,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
"194",1,0,140,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,16,54,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,130,5,0,0,0
"195",15,4,40,0,0,2,1,5,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,84,0,0,0,0,1,0,0,0,64,0,0,10,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,123,8,0,0,0
"196",8,0,59,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,89,9,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,122,114,0,0,0
"197",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",0,0,0,1,0,0,0,20,2,0,0,2,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"199",0,0,1,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"200",9,277.5,48.5,0,0,2,0,52,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",14,0,63,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,118,10,0,0,0
"202",5,0,24,1,0,0,1,10,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,222,0,0,3,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"203",85,0,52,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,62,378,1,0,2,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0
"204",42.5,38.5,69.5,0,0,84,0,0,129,23,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",24,0,5,2,0,0,0,38,13,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,28,236,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0
"206",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1,0,0,0,15,1,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0
"207",6,0,11,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,86,378,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
"208",0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"209",0,0,0,1,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",0,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"211",5.5,155,39,0,0,47,0,0,116,27,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212",9,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,324,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0
"213",18,0,40,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,249,0,0,19,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,18,11,0,0,0
"214",19,0,43,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,369,0,0,4,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0
"215",8,0,10,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,17,261,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216",8,0,6,0,0,0,0,4,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,172,0,0,104,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217",11,0,6,0,0,0,0,8,21,0,0,0,0,0,0,2,0,0,0,0,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,166,0,0,101,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"218",9,0,4,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,224,0,0,53,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",11,0,8,0,0,0,0,23,12,4,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,295,0,0,50,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"220",5,0,9,0,0,1,0,15,11,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,163,0,0,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",12,0,7,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,23,222,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",8,0,7,0,0,0,0,13,15,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,198,0,0,49,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"223",18,0,2,0,0,1,0,46,23,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,175,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"224",10,0,9,1,0,0,0,53,1,1,0,0,0,0,0,67,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,206,0,0,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225",5,0,3,0,0,0,0,23,5,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,183,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226",0,0,5,0,0,2,0,60,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,153,0,0,91,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"227",0,1,1,0,0,0,0,33,14,2,0,0,0,0,0,0,0,7,0,2,107,0,0,0,42,27,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2,62,0,0,101,0,0,8,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0
"228",9.5,139.5,22,0,0,42,0,46,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",8.71,0,1.66,0.41,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0,2.07,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.86,0,0,0,0,0,0,0,0,51.45,0,0,0.41,0,0,0,0,4.98,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",2.5,0,1,0,0,0,0,0.1,1.7,0,0.4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,65,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0
"231",0,0,265,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,16,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,54,0,0,0,0
